,type,address,zip,price,date
1228,RESIDENTIAL,15 CENTRAL PARK WEST,10023,8588000,10/5/2015
1229,RESIDENTIAL,15 CENTRAL PARK WEST,10023,6600000,9/25/2015
1230,RESIDENTIAL,15 CENTRAL PARK WEST,10023,0,5/26/2015
1231,RESIDENTIAL,15 CENTRAL PARK WEST,10023,14500000,5/26/2015
1232,RESIDENTIAL,15 CENTRAL PARK WEST,10023,15375000,11/9/2015
1233,RESIDENTIAL,15 CENTRAL PARK WEST,10023,25925000,1/15/2015
1234,RESIDENTIAL,15 CENTRAL PARK WEST,10023,22000000,7/31/2015
1235,RESIDENTIAL,15 CENTRAL PARK WEST,10023,10600000,3/19/2015
1236,RESIDENTIAL,15 CENTRAL PARK WEST,10023,10200000,9/3/2015
1237,RESIDENTIAL,15 CENTRAL PARK WEST,10023,35000000,11/17/2015
1238,RESIDENTIAL,15 CENTRAL PARK WEST,10023,45000000,11/12/2015
1239,RESIDENTIAL,25 CENTRAL PARK WEST,10023,1200000,5/7/2015
1240,RESIDENTIAL,25 CENTRAL PARK WEST,10023,1775000,9/9/2015
1241,RESIDENTIAL,25 CENTRAL PARK WEST,10023,2565000,11/25/2015
1242,RESIDENTIAL,25 CENTRAL PARK WEST,10023,1100000,8/5/2015
1243,RESIDENTIAL,25 CENTRAL PARK WEST,10023,0,11/30/2015
1244,RESIDENTIAL,25 CENTRAL PARK WEST,10023,3600000,5/27/2015
1245,RESIDENTIAL,25 CENTRAL PARK WEST,10023,0,7/22/2015
1246,RESIDENTIAL,25 CENTRAL PARK WEST,10023,0,5/8/2015
1247,RESIDENTIAL,25 CENTRAL PARK WEST,10023,0,10/1/2015
1248,RESIDENTIAL,25 CENTRAL PARK WEST,10023,0,10/1/2015
1249,RESIDENTIAL,25 CENTRAL PARK WEST,10023,2055000,12/18/2015
1250,RESIDENTIAL,25 CENTRAL PARK WEST,10023,1950000,8/6/2015
1251,RESIDENTIAL,25 CENTRAL PARK WEST,10023,4995000,2/20/2015
1252,RESIDENTIAL,25 CENTRAL PARK WEST,10023,3625000,5/1/2015
1253,RESIDENTIAL,25 CENTRAL PARK WEST,10023,1245000,6/29/2015
1254,RESIDENTIAL,25 CENTRAL PARK WEST,10023,7850000,11/18/2015
1255,RESIDENTIAL,25 CENTRAL PARK WEST,10023,0,11/18/2015
1256,RESIDENTIAL,25 CENTRAL PARK WEST,10023,0,11/18/2015
1257,RESIDENTIAL,25 CENTRAL PARK WEST,10023,0,1/7/2015
1258,RESIDENTIAL,25 CENTRAL PARK WEST,10023,0,6/10/2015
1259,RESIDENTIAL,25 CENTRAL PARK WEST,10023,1275000,4/20/2015
1260,RESIDENTIAL,25 CENTRAL PARK WEST,10023,2055000,8/6/2015
1261,RESIDENTIAL,25 CENTRAL PARK WEST,10023,0,5/8/2015
1262,RESIDENTIAL,25 CENTRAL PARK WEST,10023,4150000,6/18/2015
1263,RESIDENTIAL,25 CENTRAL PARK WEST,10023,0,12/17/2015
1264,RESIDENTIAL,30 WEST 63RD STREET,10023,0,7/22/2015
1265,RESIDENTIAL,30 WEST 63RD STREET,10023,2925000,6/16/2015
1266,RESIDENTIAL,30 WEST 63RD STREET,10023,0,1/9/2015
1267,RESIDENTIAL,30 WEST 63RD   STREET,10023,3087843,7/28/2015
1268,RESIDENTIAL,30 WEST 63RD   STREET,10023,3200000,10/2/2015
1269,RESIDENTIAL,30 WEST 63RD   STREET,10023,0,11/30/2015
1270,RESIDENTIAL,30 WEST 63RD   STREET,10023,5396725,8/18/2015
1271,RESIDENTIAL,30 WEST 63RD STREET,10023,2316518,12/1/2015
1272,RESIDENTIAL,30 WEST 63RD   STREET,10023,3792981,8/21/2015
1273,RESIDENTIAL,30 WEST 63RD   STREET,10023,5345812,1/23/2015
1274,RESIDENTIAL,30 WEST 63RD   STREET,10023,13746375,10/9/2015
1275,RESIDENTIAL,30 WEST 63RD   STREET,10023,7458681,3/5/2015
1276,RESIDENTIAL,20 WEST 64TH STREET,10023,1020000,8/6/2015
1277,RESIDENTIAL,20 WEST 64TH STREET,10023,1850000,11/16/2015
1278,RESIDENTIAL,20 WEST 64TH   STREET,10023,1040000,6/19/2015
1279,RESIDENTIAL,20 WEST 64TH   STREET,10023,1200000,5/7/2015
1280,RESIDENTIAL,20 WEST 64TH   STREET,10023,2795000,9/29/2015
1281,RESIDENTIAL,20 WEST 64TH   STREET,10023,2642857,2/5/2015
1282,RESIDENTIAL,20 WEST 64TH   STREET,10023,1415000,9/3/2015
1283,RESIDENTIAL,20 WEST 64TH   STREET,10023,0,4/21/2015
1284,RESIDENTIAL,20 WEST 64TH   STREET,10023,3300000,2/11/2015
1285,RESIDENTIAL,20 WEST 64TH   STREET,10023,0,2/9/2015
1286,RESIDENTIAL,20 WEST 64TH   STREET,10023,1095000,6/5/2015
1287,RESIDENTIAL,20 WEST 64TH STREET,10023,2575000,6/26/2015
1288,RESIDENTIAL,20 WEST 64TH   STREET,10023,0,2/11/2015
1289,RESIDENTIAL,20 WEST 64TH   STREET,10023,0,2/9/2015
1290,RESIDENTIAL,20 WEST 64TH STREET,10023,3333000,7/1/2015
1291,RESIDENTIAL,20 WEST 64TH   STREET,10023,1665000,6/4/2015
1292,RESIDENTIAL,20 WEST 64TH STREET,10023,995000,3/19/2015
1293,RESIDENTIAL,20 WEST 64TH STREET,10023,0,4/17/2015
1294,RESIDENTIAL,20 WEST 64TH STREET,10023,1126000,2/12/2015
1295,RESIDENTIAL,20 WEST 64TH STREET,10023,1200000,6/4/2015
1296,RESIDENTIAL,20 WEST 64TH   STREET,10023,2400000,8/14/2015
1297,RESIDENTIAL,20 WEST 64TH   STREET,10023,1054680,8/26/2015
1298,RESIDENTIAL,15 WEST 63RD STREET,10023,3000000,6/9/2015
1299,RESIDENTIAL,15 WEST 63RD STREET,10023,4641975,6/9/2015
1300,RESIDENTIAL,43 WEST 64TH STREET,10023,5800000,7/2/2015
1301,RESIDENTIAL,43 WEST 64TH STREET,10023,4600000,3/19/2015
1302,RESIDENTIAL,43 WEST 64TH STREET,10023,0,11/30/2015
1303,RESIDENTIAL,29 WEST 65,10023,0,2/27/2015
1304,RESIDENTIAL,29 WEST 65TH   STREET,10023,665000,5/11/2015
1305,RESIDENTIAL,22 WEST 66TH   STREET,10023,4500000,9/9/2015
1306,RESIDENTIAL,22 WEST 66TH   STREET,10023,0,9/9/2015
1307,RESIDENTIAL,45 WEST 67TH   STREET,10023,9200000,3/2/2015
1308,RESIDENTIAL,45 WEST 67TH STREET,10023,2725000,12/15/2015
1309,RESIDENTIAL,45 WEST 67TH   STREET,10023,0,6/25/2015
1310,RESIDENTIAL,45 WEST 67TH   STREET,10023,1400000,9/25/2015
1311,RESIDENTIAL,45 WEST 67TH   STREET,10023,1335000,4/13/2015
1312,RESIDENTIAL,45 WEST 67TH STREET,10023,2875000,11/13/2015
1313,RESIDENTIAL,41 WEST 72ND   STREET,10023,2851100,7/9/2015
1314,RESIDENTIAL,41 WEST 72ND   STREET,10023,0,7/9/2015
1315,RESIDENTIAL,41 WEST 72ND STREET,10023,625000,2/19/2015
1316,RESIDENTIAL,41 WEST 72ND STREET,10023,1600000,8/13/2015
1317,RESIDENTIAL,41 WEST 72ND   STREET,10023,0,7/7/2015
1318,RESIDENTIAL,41 WEST 72ND   STREET,10023,1010000,5/12/2015
1319,RESIDENTIAL,41 WEST 72ND   STREET,10023,993000,3/3/2015
1320,RESIDENTIAL,41 WEST 72ND STREET,10023,1040000,6/22/2015
1321,RESIDENTIAL,27 WEST 72ND STREET,10023,715000,8/11/2015
1322,RESIDENTIAL,27 WEST 72ND   STREET,10023,1235000,12/9/2015
1323,RESIDENTIAL,27 WEST 72ND STREET,10023,0,12/31/2015
1324,RESIDENTIAL,27 WEST 72ND STREET,10023,3650000,9/2/2015
1325,RESIDENTIAL,27 WEST 72ND STREET,10023,0,4/2/2015
1326,RESIDENTIAL,27 WEST 72ND   STREET,10023,2695000,2/24/2015
1327,RESIDENTIAL,27 WEST 72ND   STREET,10023,0,5/8/2015
1328,RESIDENTIAL,27 WEST 72ND STREET,10023,1475000,7/9/2015
1329,RESIDENTIAL,27 WEST 72ND   STREET,10023,2295000,4/14/2015
1330,RESIDENTIAL,27 WEST 72ND STREET,10023,8125000,6/12/2015
1331,RESIDENTIAL,27 WEST 72ND STREET,10023,1600000,7/28/2015
1332,RESIDENTIAL,27 W. 72ND STREET,10023,5970000,9/1/2015
1333,RESIDENTIAL,27 WEST 72ND   STREET,10023,222420,7/30/2015
1334,RESIDENTIAL,27 WEST 72ND   STREET,10023,1362500,5/12/2015
1335,RESIDENTIAL,27 WEST 72ND   STREET,10023,4950000,12/31/2015
1336,RESIDENTIAL,54 WEST 74 STREET,10023,925000,2/20/2015
1337,RESIDENTIAL,54 WEST 74TH STREET,10023,900000,6/18/2015
1338,RESIDENTIAL,54 WEST 74TH STREET,10023,999000,4/13/2015
1339,RESIDENTIAL,2 COLUMBUS AVENUE,10019,1260000,1/15/2015
1340,RESIDENTIAL,2 COLUMBUS AVENUE,10019,0,6/1/2015
1341,RESIDENTIAL,2 COLUMBUS AVENUE,10019,2075000,2/27/2015
1342,RESIDENTIAL,2 COLUMBUS AVENUE,10019,2150000,6/24/2015
1343,RESIDENTIAL,2 COLUMBUS AVENUE,10019,2155000,4/24/2015
1344,RESIDENTIAL,2 COLUMBUS AVENUE,10019,0,10/28/2015
1345,RESIDENTIAL,2 COLUMBUS AVENUE,10019,4300000,1/9/2015
1346,RESIDENTIAL,2 COLUMBUS AVENUE,10019,2800000,3/11/2015
1347,RESIDENTIAL,2 COLUMBUS AVENUE,10019,3050000,4/15/2015
1348,RESIDENTIAL,161 WEST 61ST STREET,10023,0,3/29/2015
1349,RESIDENTIAL,161 WEST 61ST STREET,10023,0,11/20/2015
1350,RESIDENTIAL,161 WEST 61ST STREET,10023,530000,3/26/2015
1351,RESIDENTIAL,161 WEST 61ST STREET,10023,0,9/25/2015
1352,RESIDENTIAL,161 WEST 61ST   STREET,10023,1500000,6/23/2015
1353,RESIDENTIAL,161 WEST 61ST   STREET,10023,975000,2/25/2015
1354,RESIDENTIAL,161 WEST 61ST STREET,10023,930000,7/22/2015
1355,RESIDENTIAL,161 WEST 61ST STREET,10023,1150000,4/6/2015
1356,RESIDENTIAL,161 WEST 61ST   STREET,10023,1185000,8/25/2015
1357,RESIDENTIAL,161 WEST 61ST STREET,10023,1750000,12/17/2015
1358,RESIDENTIAL,161 WEST 61ST   STREET,10023,1250000,12/16/2015
1359,RESIDENTIAL,161 WEST 61ST STREET,10023,1230000,4/23/2015
1360,RESIDENTIAL,161 WEST 61ST   STREET,10023,2525000,11/10/2015
1361,RESIDENTIAL,161 WEST 61ST   STREET,10023,1400000,1/8/2015
1362,RESIDENTIAL,160 WEST 66TH STREET,10023,820000,4/16/2015
1363,RESIDENTIAL,160 WEST 66TH   STREET,10023,1710000,7/9/2015
1364,RESIDENTIAL,160 WEST 66TH STREET,10023,940000,3/18/2015
1365,RESIDENTIAL,160 WEST 66TH STREET,10023,1975000,12/29/2015
1366,RESIDENTIAL,160 WEST 66TH STREET,10023,0,5/11/2015
1367,RESIDENTIAL,160 WEST 66TH   STREET,10023,1680000,12/16/2015
1368,RESIDENTIAL,160 WEST 66 STREET,10023,1600000,3/26/2015
1369,RESIDENTIAL,160 WEST 66TH STREET,10023,975000,11/30/2015
1370,RESIDENTIAL,160 WEST 66TH STREET,10023,1900000,12/10/2015
1371,RESIDENTIAL,160 WEST 66TH STREET,10023,0,9/26/2015
1372,RESIDENTIAL,160 WEST 66TH STREET,10023,0,9/25/2015
1373,RESIDENTIAL,160 WEST 66TH STREET,10023,975000,12/21/2015
1374,RESIDENTIAL,160 WEST 66TH STREET,10023,2075000,12/30/2015
1375,RESIDENTIAL,160 WEST 66TH STREET,10023,2995000,11/3/2015
1376,RESIDENTIAL,160 WEST 66TH STREET,10023,4092000,5/28/2015
1377,RESIDENTIAL,160 WEST 66TH STREET,10023,0,5/28/2015
1378,RESIDENTIAL,160 WEST 66TH STREET,10023,0,6/17/2015
1379,RESIDENTIAL,160 WEST 66TH   STREET,10023,2195000,6/17/2015
1380,RESIDENTIAL,160 WEST 66TH   STREET,10023,1750000,4/30/2015
1381,RESIDENTIAL,160 WEST 66TH   STREET,10023,5200000,7/23/2015
1382,RESIDENTIAL,160 WEST 66TH   STREET,10023,0,7/23/2015
1383,RESIDENTIAL,160 WEST 66TH   STREET,10023,2325000,6/18/2015
1384,RESIDENTIAL,160 WEST 66TH STREET,10023,9250000,11/2/2015
1385,RESIDENTIAL,160 WEST 66TH STREET,10023,0,11/2/2015
1386,RESIDENTIAL,160 WEST 66TH STREET,10023,0,11/2/2015
1387,RESIDENTIAL,160 WEST 66TH STREET,10023,0,12/16/2015
1388,RESIDENTIAL,160 WEST 66TH   STREET,10023,5000000,5/12/2015
1389,RESIDENTIAL,144 COLUMBUS AVENUE,10023,0,11/10/2015
1390,RESIDENTIAL,144 COLUMBUS AVENUE,10023,0,11/10/2015
1391,RESIDENTIAL,144 COLUMBUS AVENUE,10023,1537500,2/10/2015
1392,RESIDENTIAL,144 COLUMBUS AVENUE,10023,0,11/30/2015
1393,RESIDENTIAL,144 COLUMBUS AVENUE,10023,1500000,10/7/2015
1394,RESIDENTIAL,144 COLUMBUS AVENUE,10023,0,10/7/2015
1395,RESIDENTIAL,144 COLUMBUS AVENUE,10023,12675000,8/5/2015
1396,RESIDENTIAL,1965 BROADWAY,10023,3075000,8/10/2015
1397,RESIDENTIAL,1965 BROADWAY,10023,3100000,6/12/2015
1398,RESIDENTIAL,1965 BROADWAY,10023,1900000,3/23/2015
1399,RESIDENTIAL,1965 BROADWAY,10023,4399999,7/29/2015
1400,RESIDENTIAL,1965 BROADWAY,10023,1765000,11/4/2015
1401,RESIDENTIAL,1965 BROADWAY,10023,2850000,6/10/2015
1402,RESIDENTIAL,1965 BROADWAY,10023,0,8/21/2015
1403,RESIDENTIAL,1991 BROADWAY,10023,655000,9/1/2015
1404,RESIDENTIAL,1991 BROADWAY,10023,1485000,9/30/2015
1405,RESIDENTIAL,1991 BROADWAY,10023,0,8/26/2015
1406,RESIDENTIAL,1991 BROADWAY,10023,0,11/25/2015
1407,RESIDENTIAL,111 WEST 67TH   STREET,10023,985000,8/11/2015
1408,RESIDENTIAL,111 WEST 67TH   STREET,10023,1030000,1/15/2015
1409,RESIDENTIAL,111 WEST 67TH   STREET,10023,1375000,2/25/2015
1410,RESIDENTIAL,111 WEST 67TH   STREET,10023,8500000,2/17/2015
1411,RESIDENTIAL,111 WEST 67TH   STREET,10023,3950000,3/26/2015
1412,RESIDENTIAL,111 WEST 67TH   STREET,10023,6000000,3/26/2015
1413,RESIDENTIAL,111 WEST 67TH   STREET,10023,2500000,3/26/2015
1414,RESIDENTIAL,111 WEST 67TH   STREET,10023,0,11/23/2015
1415,RESIDENTIAL,111 WEST 67TH   STREET,10023,0,1/22/2015
1416,RESIDENTIAL,111 WEST 67TH   STREET,10023,0,1/22/2015
1417,RESIDENTIAL,111 WEST 67TH   STREET,10023,0,1/22/2015
1418,RESIDENTIAL,111 WEST 67TH   STREET,10023,0,1/22/2015
1419,RESIDENTIAL,111 WEST 67TH   STREET,10023,0,1/22/2015
1420,RESIDENTIAL,111 WEST 67TH   STREET,10023,7050000,9/16/2015
1421,RESIDENTIAL,111 WEST 67TH   STREET,10023,3050000,10/23/2015
1422,RESIDENTIAL,101 WEST 67TH   STREET,10023,0,11/9/2015
1423,RESIDENTIAL,101 WEST 67TH   STREET,10023,7636875,11/9/2015
1424,RESIDENTIAL,101 WEST 67TH   STREET,10023,6150000,4/14/2015
1425,RESIDENTIAL,101 WEST 67TH   STREET,10023,10500000,4/14/2015
1426,RESIDENTIAL,101 WEST 67 STREET,10023,0,4/14/2015
1427,RESIDENTIAL,155 WEST 68TH   STREET,10023,0,4/6/2015
1428,RESIDENTIAL,155 WEST 68TH   STREET,10023,0,8/3/2015
1429,RESIDENTIAL,155 WEST 68TH   STREET,10023,0,9/17/2015
1430,RESIDENTIAL,155 WEST 68TH   STREET,10023,0,8/3/2015
1431,RESIDENTIAL,155 WEST 68TH   STREET,10023,0,6/26/2015
1432,RESIDENTIAL,155 WEST 68TH   STREET,10023,0,10/13/2015
1433,RESIDENTIAL,155 WEST 68TH STREET,10023,0,10/21/2015
1434,RESIDENTIAL,155 WEST 68TH   STREET,10023,0,1/13/2015
1435,RESIDENTIAL,155 WEST 68TH   STREET,10023,700000,3/4/2015
1436,RESIDENTIAL,155 WEST 68 STREET,10023,1075000,4/2/2015
1437,RESIDENTIAL,155 WEST 68TH   STREET,10023,0,12/28/2015
1438,RESIDENTIAL,155 WEST 68TH   STREET,10023,745000,4/1/2015
1439,RESIDENTIAL,155 WEST 68TH   STREET,10023,0,11/18/2015
1440,RESIDENTIAL,155 WEST 68TH   STREET,10023,0,4/28/2015
1441,RESIDENTIAL,155 WEST 68TH   STREET,10023,757000,12/31/2015
1442,RESIDENTIAL,155 WEST 68TH   STREET,10023,855000,7/1/2015
1443,RESIDENTIAL,155 WEST 68TH   STREET,10023,1781937,10/1/2015
1444,RESIDENTIAL,155 WEST 68TH   STREET,10023,1349181,10/1/2015
1445,RESIDENTIAL,155 WEST 68TH   STREET,10023,2000000,5/11/2015
1446,RESIDENTIAL,2000 BROADWAY,10023,0,12/21/2015
1447,RESIDENTIAL,2000 BROADWAY,10023,2400000,2/27/2015
1448,RESIDENTIAL,2000 BROADWAY,10023,1025000,9/8/2015
1449,RESIDENTIAL,2000 BROADWAY,10023,0,11/10/2015
1450,RESIDENTIAL,2000 BROADWAY,10023,1250000,6/23/2015
1451,RESIDENTIAL,2000 BROADWAY,10023,0,5/1/2015
1452,RESIDENTIAL,2000 BROADWAY,10023,3300000,1/29/2015
1453,RESIDENTIAL,2000 BROADWAY,10023,0,6/19/2015
1454,RESIDENTIAL,104 WEST 70TH   STREET,10023,940000,12/16/2015
1455,RESIDENTIAL,135 WEST 70TH   STREET,10023,1495000,7/24/2015
1456,RESIDENTIAL,135 WEST 70TH   STREET,10023,999000,2/9/2015
1457,RESIDENTIAL,135 WEST 70TH   STREET,10023,0,7/1/2015
1458,RESIDENTIAL,135 WEST 70TH   STREET,10023,995000,8/31/2015
1459,RESIDENTIAL,135 WEST 70TH STREET,10023,2425000,10/15/2015
1460,RESIDENTIAL,155 WEST 70TH   STREET,10023,1225000,11/5/2015
1461,RESIDENTIAL,155 WEST 70TH STREET,10023,0,2/26/2015
1462,RESIDENTIAL,155 WEST 70TH   STREET,10023,0,3/27/2015
1463,RESIDENTIAL,155 WEST 70TH STREET,10023,814600,8/5/2015
1464,RESIDENTIAL,155 WEST 70TH   STREET,10023,0,3/27/2015
1465,RESIDENTIAL,155 WEST 70TH   STREET,10023,0,3/30/2015
1466,RESIDENTIAL,155 WEST 70TH STREET,10023,777500,3/18/2015
1467,RESIDENTIAL,155 WEST 71ST   STREET,10023,485000,3/3/2015
1468,RESIDENTIAL,155 WEST 71ST STREET,10023,830000,6/29/2015
1469,RESIDENTIAL,155 WEST 71ST STREET,10023,940000,12/7/2015
1470,RESIDENTIAL,112 WEST 72ND   STREET,10023,539500,4/17/2015
1471,RESIDENTIAL,112 WEST 72ND   STREET,10023,465000,7/17/2015
1472,RESIDENTIAL,120 WEST 72ND STREET,10023,6250000,9/10/2015
1473,RESIDENTIAL,311 AMSTERDAM AVENUE,10023,2040000,5/21/2015
1474,RESIDENTIAL,311 AMSTERDAM AVENUE,10023,3325000,3/31/2015
1475,RESIDENTIAL,386 COLUMBUS AVENUE,10024,1576250,8/6/2015
1476,RESIDENTIAL,386 COLUMBUS AVENUE,10024,2100000,7/9/2015
1477,RESIDENTIAL,130 WEST 79TH,10024,0,7/7/2015
1478,RESIDENTIAL,130 WEST 79TH   STREET,10024,0,10/15/2015
1479,RESIDENTIAL,172 WEST 79TH STREET,10024,925100,4/16/2015
1480,RESIDENTIAL,172 WEST 79TH STREET,10024,1883762,3/24/2015
1481,RESIDENTIAL,172 WEST 79TH STREET,10024,1265000,8/6/2015
1482,RESIDENTIAL,172 WEST 79TH   STREET,10024,2443800,4/21/2015
1483,RESIDENTIAL,172 WEST 79TH   STREET,10024,1170987,10/1/2015
1484,RESIDENTIAL,172 WEST 79TH   STREET,10024,1110000,6/15/2015
1485,RESIDENTIAL,172 WEST 79TH STREET,10024,0,9/4/2015
1486,RESIDENTIAL,10 WEST END AVENUE,10023,2160000,5/20/2015
1487,RESIDENTIAL,10 WEST END AVENUE,10023,2210000,10/6/2015
1488,RESIDENTIAL,10 WEST END AVENUE,10023,2200000,1/16/2015
1489,RESIDENTIAL,10 WEST END AVENUE,10023,2210000,1/23/2015
1490,RESIDENTIAL,10 WEST END AVENUE,10023,3600000,1/30/2015
1491,RESIDENTIAL,10 WEST END AVENUE,10023,1075000,5/11/2015
1492,RESIDENTIAL,10 WEST END AVENUE,10023,1175000,2/24/2015
1493,RESIDENTIAL,10 WEST END AVENUE,10023,2040000,7/7/2015
1494,RESIDENTIAL,10 WEST END AVENUE,10023,2200000,10/14/2015
1495,RESIDENTIAL,10 WEST END AVENUE,10023,1150000,11/17/2015
1496,RESIDENTIAL,10 WEST END AVENUE,10023,1070000,8/3/2015
1497,RESIDENTIAL,555 WEST 59TH   STREET,10019,0,12/15/2015
1498,RESIDENTIAL,555 WEST  59TH STREET,10019,980000,7/28/2015
1499,RESIDENTIAL,555 WEST 59TH STREET,10019,0,8/28/2015
1500,RESIDENTIAL,555 WEST 59TH   STREET,10019,0,12/14/2015
1501,RESIDENTIAL,555 WEST 59TH STREET,10019,1310000,12/15/2015
1502,RESIDENTIAL,555 WEST 59TH   STREET,10019,1275000,7/13/2015
1503,RESIDENTIAL,555 WEST 59TH   STREET,10019,1775000,3/25/2015
1504,RESIDENTIAL,555 WEST 59TH   STREET,10019,0,4/16/2015
1505,RESIDENTIAL,555 WEST 59TH STREET,10019,2100000,1/16/2015
1506,RESIDENTIAL,555 WEST 59TH   STREET,10019,1275000,5/14/2015
1507,RESIDENTIAL,555 WEST 59TH   STREET,10019,1370000,10/21/2015
1508,RESIDENTIAL,555 WEST 59TH STREET,10019,2185000,12/29/2015
1509,RESIDENTIAL,555 WEST 59TH STREET,10019,3500000,5/29/2015
1510,RESIDENTIAL,555 WEST 59TH   STREET,10019,2725000,6/4/2015
1511,RESIDENTIAL,555 WEST 59TH   STREET,10019,10,3/27/2015
1512,RESIDENTIAL,225 WEST 60TH   STREET,10023,1870000,5/8/2015
1513,RESIDENTIAL,225 WEST 60TH STREET,10023,1015000,12/2/2015
1514,RESIDENTIAL,225 WEST 60TH   STREET,10023,1025000,7/15/2015
1515,RESIDENTIAL,225 WEST 60TH STREET,10023,995000,7/24/2015
1516,RESIDENTIAL,225 WEST 60TH   STREET,10023,2075000,7/15/2015
1517,RESIDENTIAL,225 WEST 60TH   STREET,10023,1655000,5/12/2015
1518,RESIDENTIAL,225 WEST 60TH STREET,10023,2750000,2/12/2015
1519,RESIDENTIAL,243 WEST 60TH   STREET,10023,3500000,5/26/2015
1520,RESIDENTIAL,200 WEST END AVENUE,10023,0,5/6/2015
1521,RESIDENTIAL,200 WEST END AVENUE,10023,0,5/6/2015
1522,RESIDENTIAL,200 WEST END AVENUE,10023,1250000,5/19/2015
1523,RESIDENTIAL,200 WEST END AVENUE,10023,1250000,8/18/2015
1524,RESIDENTIAL,200 WEST END AVENUE,10023,955000,4/27/2015
1525,RESIDENTIAL,200 WEST END AVENUE,10023,1586496,7/23/2015
1526,RESIDENTIAL,200 WEST END AVENUE,10023,0,7/23/2015
1527,RESIDENTIAL,200 WEST END AVENUE,10023,0,7/23/2015
1528,RESIDENTIAL,200 WEST END AVENUE,10023,1230000,4/8/2015
1529,RESIDENTIAL,200 WEST END AVENUE,10023,1420000,2/12/2015
1530,RESIDENTIAL,200 WEST END AVENUE,10023,1340000,5/22/2015
1531,RESIDENTIAL,200 WEST END AVENUE,10023,2000000,11/13/2015
1532,RESIDENTIAL,240 WEST END AVENUE,10023,1225000,9/16/2015
1533,RESIDENTIAL,240 WEST END AVENUE,10023,1855000,5/18/2015
1534,RESIDENTIAL,240 WEST END AVENUE,10023,297197,7/23/2015
1535,RESIDENTIAL,240 WEST END AVENUE,10023,755688,7/23/2015
1536,RESIDENTIAL,240 WEST END AVENUE,10023,297197,7/23/2015
1537,RESIDENTIAL,211 WEST 71ST   STREET,10023,949000,5/14/2015
1538,RESIDENTIAL,211 WEST 71ST STREET,10023,1105000,8/11/2015
1539,RESIDENTIAL,211 WEST 71ST STREET,10023,1100000,10/28/2015
1540,RESIDENTIAL,211 WEST 71ST STREET,10023,1150000,12/22/2015
1541,RESIDENTIAL,211 WEST 71ST STREET,10023,0,1/23/2015
1542,RESIDENTIAL,211 WEST 71ST   STREET,10023,700000,10/16/2015
1543,RESIDENTIAL,211 WEST 71ST STREET,10023,1250000,10/20/2015
1544,RESIDENTIAL,211 WEST 71ST   STREET,10023,1975000,1/28/2015
1545,RESIDENTIAL,235 WEST 71ST   STREET,10023,1087500,12/21/2015
1546,RESIDENTIAL,235 W 71 ST,10023,4000000,12/15/2015
1547,RESIDENTIAL,235 W 71 ST,10023,0,12/15/2015
1548,RESIDENTIAL,235 W 71 ST,10023,0,12/15/2015
1549,RESIDENTIAL,235 W 71 ST,10023,0,12/15/2015
1550,RESIDENTIAL,235 W 71 ST,10023,0,12/15/2015
1551,RESIDENTIAL,201 WEST 72ND STREET,10023,900000,2/19/2015
1552,RESIDENTIAL,201 WEST 72ND   STREET,10023,0,9/24/2015
1553,RESIDENTIAL,201 WEST 72ND   STREET,10023,3600000,8/7/2015
1554,RESIDENTIAL,201 WEST 72ND   STREET,10023,0,12/31/2015
1555,RESIDENTIAL,201 WEST 72ND   STREET,10023,0,2/10/2015
1556,RESIDENTIAL,201 WEST 72ND   STREET,10023,1100000,11/5/2015
1557,RESIDENTIAL,201 WEST 72ND STREET,10023,1090000,5/8/2015
1558,RESIDENTIAL,201 WEST 72ND STREET,10023,1085000,12/11/2015
1559,RESIDENTIAL,253 W 73,10023,945194,2/6/2015
1560,RESIDENTIAL,253 WEST 73RD STREET,10023,375000,8/4/2015
1561,RESIDENTIAL,253 W 73,10023,0,2/6/2015
1562,RESIDENTIAL,253 WEST 73RD   STREET,10023,1480000,10/9/2015
1563,RESIDENTIAL,253 WEST 73RD   STREET,10023,735100,7/24/2015
1564,RESIDENTIAL,253 WEST 73RD STREET,10023,0,10/9/2015
1565,RESIDENTIAL,253 WEST 73RD   STREET,10023,740000,8/4/2015
1566,RESIDENTIAL,253 WEST 73 STREET,10023,1525000,8/31/2015
1567,RESIDENTIAL,253 WEST 73RD STREET,10023,1850000,11/9/2015
1568,RESIDENTIAL,253 WEST 73RD   STREET,10023,0,7/29/2015
1569,RESIDENTIAL,253 WEST 73RD   STREET,10023,1550000,7/29/2015
1570,RESIDENTIAL,253 WEST 73RD   STREET,10023,0,3/16/2015
1571,RESIDENTIAL,2109 BROADWAY,10023,0,8/12/2015
1572,RESIDENTIAL,2109 BROADWAY,10023,875000,1/8/2015
1573,RESIDENTIAL,2109 BROADWAY,10023,614515,8/10/2015
1574,RESIDENTIAL,2109 BROADWAY,10023,1881000,8/10/2015
1575,RESIDENTIAL,2109 BROADWAY,10023,7000000,8/10/2015
1576,RESIDENTIAL,2109 BROADWAY,10023,3855000,10/22/2015
1577,RESIDENTIAL,2109 BROADWAY,10023,1150000,11/19/2015
1578,RESIDENTIAL,2109 BROADWAY,10023,507000,5/19/2015
1579,RESIDENTIAL,2109 BROADWAY,10023,478800,2/13/2015
1580,RESIDENTIAL,2109 BROADWAY,10023,0,4/24/2015
1581,RESIDENTIAL,2109 BROADWAY,10023,0,3/19/2015
